   0.0000000       0.0000000    
  0.10000000      7.00000022E-03
  0.20000000      5.60000017E-02
  0.30000001      0.18900001    
  0.40000001      0.44800001    
  0.50000000      0.87500000    
  0.60000002       1.5120001    
  0.70000005       2.4010005    
  0.80000007       3.5840011    
  0.90000010       5.1030016    
   1.0000001       7.0000024    
   1.1000001       9.3170042    
   1.2000002       12.096005    
   1.3000002       15.379007    
   1.4000002       19.208008    
   1.5000002       23.625011    
   1.6000003       28.672014    
   1.7000003       34.391018    
   1.8000003       40.824020    
   1.9000003       48.013023    
   2.0000002       56.000019    
   2.1000001       64.827011    
   2.2000000       74.536003    
   2.3000000       85.168991    
   2.3999999       96.767982    
   2.4999998       109.37497    
   2.5999997       123.03195    
   2.6999996       137.78094    
   2.7999995       153.66391    
   2.8999994       170.72290    
   2.9999993       188.99986    
   3.0999992       208.53683    
   3.1999991       229.37579    
   3.2999990       251.55876    
   3.3999989       275.12775    
   3.4999988       300.12469    
   3.5999987       326.59164    
   3.6999986       354.57059    
   3.7999985       384.10355    
   3.8999984       415.23248    
   3.9999983       447.99945    
   4.0999985       482.44644    
   4.1999984       518.61542    
   4.2999983       556.54834    
   4.3999982       596.28723    
   4.4999981       637.87421    
   4.5999980       681.35114    
   4.6999979       726.76001    
   4.7999978       774.14294    
   4.8999977       823.54187    
   4.9999976       874.99878    
