   0.0000000       0.0000000    
  0.10000000      5.00000035E-03
  0.20000000      4.00000028E-02
  0.30000001      0.13500002    
  0.40000001      0.32000002    
  0.50000000      0.62500000    
  0.60000002       1.0800002    
  0.70000005       1.7150004    
  0.80000007       2.5600007    
  0.90000010       3.6450009    
   1.0000001       5.0000019    
   1.1000001       6.6550026    
   1.2000002       8.6400042    
   1.3000002       10.985004    
   1.4000002       13.720006    
   1.5000002       16.875008    
   1.6000003       20.480011    
   1.7000003       24.565012    
   1.8000003       29.160015    
   1.9000003       34.295017    
   2.0000002       40.000015    
   2.1000001       46.305008    
   2.2000000       53.240005    
   2.3000000       60.834995    
   2.3999999       69.119987    
   2.4999998       78.124977    
   2.5999997       87.879959    
   2.6999996       98.414955    
   2.7999995       109.75994    
   2.8999994       121.94492    
   2.9999993       134.99991    
   3.0999992       148.95490    
   3.1999991       163.83986    
   3.2999990       179.68483    
   3.3999989       196.51981    
   3.4999988       214.37479    
   3.5999987       233.27974    
   3.6999986       253.26471    
   3.7999985       274.35968    
   3.8999984       296.59464    
   3.9999983       319.99960    
   4.0999985       344.60461    
   4.1999984       370.43958    
   4.2999983       397.53452    
   4.3999982       425.91946    
   4.4999981       455.62442    
   4.5999980       486.67938    
   4.6999979       519.11432    
   4.7999978       552.95923    
   4.8999977       588.24414    
   4.9999976       624.99915    
