   0.0000000       0.0000000    
  0.10000000      8.00000038E-03
  0.20000000      6.40000030E-02
  0.30000001      0.21600002    
  0.40000001      0.51200002    
  0.50000000       1.0000000    
  0.60000002       1.7280002    
  0.70000005       2.7440007    
  0.80000007       4.0960011    
  0.90000010       5.8320017    
   1.0000001       8.0000029    
   1.1000001       10.648005    
   1.2000002       13.824006    
   1.3000002       17.576008    
   1.4000002       21.952009    
   1.5000002       27.000013    
   1.6000003       32.768017    
   1.7000003       39.304020    
   1.8000003       46.656025    
   1.9000003       54.872028    
   2.0000002       64.000023    
   2.1000001       74.088013    
   2.2000000       85.184006    
   2.3000000       97.335991    
   2.3999999       110.59198    
   2.4999998       124.99996    
   2.5999997       140.60794    
   2.6999996       157.46393    
   2.7999995       175.61591    
   2.8999994       195.11188    
   2.9999993       215.99985    
   3.0999992       238.32782    
   3.1999991       262.14377    
   3.2999990       287.49573    
   3.3999989       314.43170    
   3.4999988       342.99966    
   3.5999987       373.24759    
   3.6999986       405.22354    
   3.7999985       438.97549    
   3.8999984       474.55142    
   3.9999983       511.99936    
   4.0999985       551.36737    
   4.1999984       592.70331    
   4.2999983       636.05524    
   4.3999982       681.47113    
   4.4999981       728.99908    
   4.5999980       778.68701    
   4.6999979       830.58289    
   4.7999978       884.73480    
   4.8999977       941.19067    
   4.9999976       999.99860    
