   0.0000000       0.0000000    
  0.10000000      2.00000009E-03
  0.20000000      1.60000008E-02
  0.30000001      5.40000051E-02
  0.40000001      0.12800001    
  0.50000000      0.25000000    
  0.60000002      0.43200004    
  0.70000005      0.68600017    
  0.80000007       1.0240003    
  0.90000010       1.4580004    
   1.0000001       2.0000007    
   1.1000001       2.6620011    
   1.2000002       3.4560015    
   1.3000002       4.3940020    
   1.4000002       5.4880023    
   1.5000002       6.7500033    
   1.6000003       8.1920042    
   1.7000003       9.8260050    
   1.8000003       11.664006    
   1.9000003       13.718007    
   2.0000002       16.000006    
   2.1000001       18.522003    
   2.2000000       21.296001    
   2.3000000       24.333998    
   2.3999999       27.647995    
   2.4999998       31.249990    
   2.5999997       35.151985    
   2.6999996       39.365982    
   2.7999995       43.903976    
   2.8999994       48.777969    
   2.9999993       53.999962    
   3.0999992       59.581955    
   3.1999991       65.535942    
   3.2999990       71.873932    
   3.3999989       78.607925    
   3.4999988       85.749916    
   3.5999987       93.311897    
   3.6999986       101.30589    
   3.7999985       109.74387    
   3.8999984       118.63786    
   3.9999983       127.99984    
   4.0999985       137.84184    
   4.1999984       148.17583    
   4.2999983       159.01381    
   4.3999982       170.36778    
   4.4999981       182.24977    
   4.5999980       194.67175    
   4.6999979       207.64572    
   4.7999978       221.18370    
   4.8999977       235.29767    
   4.9999976       249.99965    
