   0.0000000       0.0000000    
  0.10000000      4.00000019E-03
  0.20000000      3.20000015E-02
  0.30000001      0.10800001    
  0.40000001      0.25600001    
  0.50000000      0.50000000    
  0.60000002      0.86400008    
  0.70000005       1.3720003    
  0.80000007       2.0480006    
  0.90000010       2.9160008    
   1.0000001       4.0000014    
   1.1000001       5.3240023    
   1.2000002       6.9120030    
   1.3000002       8.7880039    
   1.4000002       10.976005    
   1.5000002       13.500007    
   1.6000003       16.384008    
   1.7000003       19.652010    
   1.8000003       23.328012    
   1.9000003       27.436014    
   2.0000002       32.000011    
   2.1000001       37.044006    
   2.2000000       42.592003    
   2.3000000       48.667995    
   2.3999999       55.295990    
   2.4999998       62.499981    
   2.5999997       70.303970    
   2.6999996       78.731964    
   2.7999995       87.807953    
   2.8999994       97.555939    
   2.9999993       107.99992    
   3.0999992       119.16391    
   3.1999991       131.07188    
   3.2999990       143.74786    
   3.3999989       157.21585    
   3.4999988       171.49983    
   3.5999987       186.62379    
   3.6999986       202.61177    
   3.7999985       219.48775    
   3.8999984       237.27571    
   3.9999983       255.99968    
   4.0999985       275.68369    
   4.1999984       296.35165    
   4.2999983       318.02762    
   4.3999982       340.73557    
   4.4999981       364.49954    
   4.5999980       389.34351    
   4.6999979       415.29144    
   4.7999978       442.36740    
   4.8999977       470.59534    
   4.9999976       499.99930    
